IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
132.226.209.124,443,443,true,FRA,Europe,DE,Frankfurt,219,8.71
158.101.220.103,443,443,true,FRA,Europe,DE,Frankfurt,330,8.71
158.101.220.0,443,443,true,FRA,Europe,DE,Frankfurt,285,8.69
152.67.158.182,443,443,true,FRA,Europe,DE,Frankfurt,328,8.63
152.70.23.136,443,443,true,FRA,Europe,DE,Frankfurt,376,8.63
141.147.109.159,443,443,true,FRA,Europe,DE,Frankfurt,331,8.62
79.72.90.144,443,443,true,FRA,Europe,DE,Frankfurt,415,8.62
193.123.62.16,443,443,true,FRA,Europe,DE,Frankfurt,262,8.59
158.101.206.101,443,443,true,FRA,Europe,DE,Frankfurt,229,8.59
158.101.221.199,443,443,true,FRA,Europe,DE,Frankfurt,352,8.54
130.162.44.103,443,443,true,FRA,Europe,DE,Frankfurt,312,8.51
138.2.166.50,443,443,true,FRA,Europe,DE,Frankfurt,350,8.50
64.110.72.118,443,443,true,LAX,North America,US,Los Angeles,358,8.49
141.148.229.145,443,443,true,FRA,Europe,DE,Frankfurt,277,8.47
138.2.129.66,443,443,true,FRA,Europe,DE,Frankfurt,314,8.47
152.70.28.166,443,443,true,FRA,Europe,DE,Frankfurt,267,8.47
140.238.225.218,80,443,true,BOM,Asia Pacific,IN,Mumbai,259,8.39
138.2.136.212,443,443,true,FRA,Europe,DE,Frankfurt,321,8.39
158.101.219.168,443,443,true,FRA,Europe,DE,Frankfurt,249,8.37
129.151.225.228,2053,443,true,MRS,Europe,FR,Marseille,300,8.36
158.178.193.206,443,443,true,CDG,Europe,FR,Paris,292,8.36
84.235.172.103,443,443,true,FRA,Europe,DE,Frankfurt,246,8.33
64.110.69.47,443,443,true,LAX,North America,US,Los Angeles,319,8.32
158.101.202.225,443,443,true,FRA,Europe,DE,Frankfurt,295,8.31
158.101.211.57,443,443,true,FRA,Europe,DE,Frankfurt,280,8.25
141.147.61.116,2053,443,true,FRA,Europe,DE,Frankfurt,371,8.25
158.101.223.6,443,443,true,FRA,Europe,DE,Frankfurt,203,8.23
84.235.169.44,443,443,true,FRA,Europe,DE,Frankfurt,277,8.17
130.162.154.226,443,443,true,SIN,Asia Pacific,SG,Singapore,236,8.15
79.76.110.68,443,443,true,FRA,Europe,DE,Frankfurt,182,8.15
130.162.61.88,443,443,true,FRA,Europe,DE,Frankfurt,293,8.14
193.123.59.156,443,443,true,FRA,Europe,DE,Frankfurt,251,8.12
144.24.189.254,443,443,true,FRA,Europe,DE,Frankfurt,379,8.10
144.24.78.162,443,443,true,ICN,Asia Pacific,KR,Seoul,169,8.10
129.159.31.194,443,443,true,FRA,Europe,DE,Frankfurt,175,8.08
132.226.207.81,443,443,true,FRA,Europe,DE,Frankfurt,218,8.06
144.21.56.43,443,443,true,FRA,Europe,DE,Frankfurt,225,8.05
84.8.145.230,443,443,true,FRA,Europe,DE,Frankfurt,226,8.04
89.168.117.200,443,443,true,FRA,Europe,DE,Frankfurt,223,8.04
144.21.41.145,443,443,true,FRA,Europe,DE,Frankfurt,200,8.02
141.144.253.162,443,443,true,FRA,Europe,DE,Frankfurt,217,8.01
158.101.213.172,443,443,true,FRA,Europe,DE,Frankfurt,265,7.98
158.101.220.112,443,443,true,FRA,Europe,DE,Frankfurt,309,7.97
138.2.175.160,443,443,true,FRA,Europe,DE,Frankfurt,323,7.95
193.123.36.190,443,443,true,FRA,Europe,DE,Frankfurt,357,7.94
132.226.170.67,443,443,true,LAX,North America,US,Los Angeles,254,7.94
84.235.162.172,443,443,true,FRA,Europe,DE,Frankfurt,351,7.91
143.47.247.128,443,443,true,FRA,Europe,DE,Frankfurt,176,7.90
150.136.196.125,443,443,true,IAD,North America,US,Ashburn,226,7.89
152.70.99.188,443,443,true,SIN,Asia Pacific,SG,Singapore,233,7.85
152.67.134.109,443,443,true,FRA,Europe,DE,Frankfurt,290,7.83
158.101.215.134,443,443,true,FRA,Europe,DE,Frankfurt,327,7.83
138.2.10.33,443,443,true,LAX,North America,US,Los Angeles,390,7.82
144.24.187.26,443,443,true,FRA,Europe,DE,Frankfurt,340,7.82
141.147.8.6,443,443,true,FRA,Europe,DE,Frankfurt,252,7.80
132.226.209.191,443,443,true,FRA,Europe,DE,Frankfurt,331,7.77
167.234.215.175,8443,443,true,SJC,North America,US,San Jose,182,7.76
129.159.249.34,443,443,true,FRA,Europe,DE,Frankfurt,196,7.75
130.162.225.192,443,443,true,FRA,Europe,DE,Frankfurt,272,7.74
129.159.85.27,443,443,true,IAD,North America,US,Ashburn,277,7.74
132.226.213.1,443,443,true,FRA,Europe,DE,Frankfurt,297,7.73
141.144.205.199,443,443,true,FRA,Europe,DE,Frankfurt,249,7.72
89.168.100.201,443,443,true,FRA,Europe,DE,Frankfurt,328,7.70
129.80.134.247,443,443,true,IAD,North America,US,Ashburn,232,7.69
152.67.135.102,443,443,true,FRA,Europe,DE,Frankfurt,289,7.65
130.162.167.58,443,443,true,FRA,Europe,DE,Frankfurt,343,7.65
158.178.152.68,443,443,true,FRA,Europe,DE,Frankfurt,297,7.64
152.67.148.56,443,443,true,FRA,Europe,DE,Frankfurt,328,7.63
84.235.172.85,443,443,true,FRA,Europe,DE,Frankfurt,275,7.61
158.179.182.190,443,443,true,SIN,Asia Pacific,SG,Singapore,255,7.61
204.216.105.106,8443,8443,true,YYZ,North America,CA,Toronto,301,7.61
68.233.127.163,8443,443,true,YUL,North America,CA,Montréal,353,7.60
146.56.153.255,443,443,true,LAX,North America,US,Los Angeles,229,7.58
129.153.129.33,443,443,true,IAD,North America,US,Ashburn,261,7.57
141.147.50.226,443,443,true,FRA,Europe,DE,Frankfurt,226,7.56
158.180.27.173,443,443,true,FRA,Europe,DE,Frankfurt,200,7.55
150.230.21.84,443,443,true,FRA,Europe,DE,Frankfurt,275,7.53
164.152.26.70,2052,443,true,ORD,North America,US,Chicago,215,7.53
141.148.244.250,443,443,true,FRA,Europe,DE,Frankfurt,248,7.49
129.80.135.121,443,443,true,IAD,North America,US,Ashburn,233,7.49
138.2.139.212,443,443,true,FRA,Europe,DE,Frankfurt,337,7.46
130.162.184.78,443,443,true,FRA,Europe,DE,Frankfurt,195,7.46
144.21.52.132,443,443,true,FRA,Europe,DE,Frankfurt,214,7.45
89.168.83.28,443,443,true,FRA,Europe,DE,Frankfurt,213,7.45
141.144.246.222,443,443,true,FRA,Europe,DE,Frankfurt,365,7.44
89.168.91.142,443,443,true,FRA,Europe,DE,Frankfurt,316,7.42
140.238.126.224,443,443,true,FRA,Europe,DE,Frankfurt,335,7.39
138.2.170.218,443,443,true,FRA,Europe,DE,Frankfurt,354,7.38
129.80.24.163,443,443,true,IAD,North America,US,Ashburn,321,7.37
141.144.251.89,443,443,true,FRA,Europe,DE,Frankfurt,219,7.34
146.56.162.89,443,443,true,LAX,North America,US,Los Angeles,399,7.31
84.8.154.155,443,443,true,FRA,Europe,DE,Frankfurt,218,7.30
130.162.255.23,443,443,true,FRA,Europe,DE,Frankfurt,272,7.28
89.168.97.16,443,443,true,FRA,Europe,DE,Frankfurt,320,7.28
129.80.37.209,443,443,true,IAD,North America,US,Ashburn,351,7.28
79.76.104.21,443,443,true,FRA,Europe,DE,Frankfurt,245,7.23
144.21.38.208,443,443,true,FRA,Europe,DE,Frankfurt,257,7.23
130.162.132.49,443,443,true,LAX,North America,US,Los Angeles,314,7.22
129.80.97.129,443,443,true,IAD,North America,US,Ashburn,261,7.22
129.80.136.214,443,443,true,IAD,North America,US,Ashburn,233,7.21
158.178.153.136,443,443,true,FRA,Europe,DE,Frankfurt,309,7.21
131.186.21.128,443,443,true,LAX,North America,US,Los Angeles,292,7.21
84.235.170.7,443,443,true,FRA,Europe,DE,Frankfurt,383,7.19
129.151.225.228,8443,443,true,MRS,Europe,FR,Marseille,273,7.19
84.235.168.62,443,443,true,FRA,Europe,DE,Frankfurt,289,7.16
144.24.180.54,443,443,true,FRA,Europe,DE,Frankfurt,396,7.16
158.180.48.47,443,443,true,FRA,Europe,DE,Frankfurt,266,7.16
158.180.27.37,443,443,true,FRA,Europe,DE,Frankfurt,219,7.15
158.101.216.194,443,443,true,FRA,Europe,DE,Frankfurt,316,7.14
138.2.166.254,443,443,true,FRA,Europe,DE,Frankfurt,362,7.14
141.147.95.222,443,443,true,FRA,Europe,DE,Frankfurt,241,7.11
150.230.23.229,443,443,true,FRA,Europe,DE,Frankfurt,275,7.10
89.168.114.205,443,443,true,FRA,Europe,DE,Frankfurt,327,7.10
158.101.177.158,443,443,true,FRA,Europe,DE,Frankfurt,299,7.09
193.123.61.235,443,443,true,FRA,Europe,DE,Frankfurt,255,7.09
132.226.196.230,443,443,true,FRA,Europe,DE,Frankfurt,222,7.07
193.123.33.171,443,443,true,FRA,Europe,DE,Frankfurt,289,7.06
130.162.167.96,443,443,true,FRA,Europe,DE,Frankfurt,222,7.06
143.47.178.27,443,443,true,FRA,Europe,DE,Frankfurt,253,6.99
193.123.63.143,443,443,true,FRA,Europe,DE,Frankfurt,379,6.98
129.80.202.200,443,443,true,IAD,North America,US,Ashburn,225,6.98
129.159.11.4,443,443,true,FRA,Europe,DE,Frankfurt,300,6.97
158.101.183.57,443,443,true,FRA,Europe,DE,Frankfurt,212,6.96
129.154.197.167,443,443,true,LAX,North America,US,Los Angeles,350,6.94
129.80.155.158,443,443,true,IAD,North America,US,Ashburn,262,6.93
138.3.247.226,443,443,true,FRA,Europe,DE,Frankfurt,403,6.93
144.24.173.36,443,443,true,FRA,Europe,DE,Frankfurt,304,6.90
138.2.167.172,443,443,true,FRA,Europe,DE,Frankfurt,309,6.89
141.144.195.108,443,443,true,FRA,Europe,DE,Frankfurt,217,6.87
158.180.58.159,443,443,true,FRA,Europe,DE,Frankfurt,300,6.83
141.147.74.196,443,443,true,FRA,Europe,DE,Frankfurt,353,6.82
141.147.44.29,443,443,true,FRA,Europe,DE,Frankfurt,359,6.81
132.226.207.60,443,443,true,FRA,Europe,DE,Frankfurt,225,6.80
158.178.155.66,443,443,true,FRA,Europe,DE,Frankfurt,283,6.80
193.123.177.155,443,443,true,FRA,Europe,DE,Frankfurt,253,6.79
158.178.155.116,443,443,true,FRA,Europe,DE,Frankfurt,375,6.79
138.2.176.106,443,443,true,FRA,Europe,DE,Frankfurt,418,6.78
129.154.196.148,443,443,true,LAX,North America,US,Los Angeles,460,6.78
164.152.26.70,2086,443,true,ORD,North America,US,Chicago,352,6.78
141.144.196.213,443,443,true,FRA,Europe,DE,Frankfurt,246,6.76
84.235.167.150,443,443,true,FRA,Europe,DE,Frankfurt,250,6.75
193.123.60.89,443,443,true,FRA,Europe,DE,Frankfurt,286,6.73
150.230.21.46,443,443,true,FRA,Europe,DE,Frankfurt,301,6.72
84.235.169.3,443,443,true,FRA,Europe,DE,Frankfurt,338,6.70
146.56.171.229,443,443,true,LAX,North America,US,Los Angeles,424,6.67
158.101.201.33,443,443,true,FRA,Europe,DE,Frankfurt,341,6.66
141.144.229.69,443,443,true,FRA,Europe,DE,Frankfurt,200,6.64
84.8.158.234,443,443,true,FRA,Europe,DE,Frankfurt,202,6.63
158.179.206.143,443,443,true,ARN,Europe,SE,Stockholm,333,6.60
158.101.206.94,443,443,true,FRA,Europe,DE,Frankfurt,357,6.57
141.147.114.10,443,443,true,FRA,Europe,DE,Frankfurt,335,6.54
143.47.255.211,443,443,true,FRA,Europe,DE,Frankfurt,330,6.54
141.148.224.20,443,443,true,FRA,Europe,DE,Frankfurt,280,6.50
193.123.35.178,443,443,true,FRA,Europe,DE,Frankfurt,242,6.50
141.148.235.20,443,443,true,FRA,Europe,DE,Frankfurt,306,6.49
130.162.187.94,443,443,true,FRA,Europe,DE,Frankfurt,297,6.48
138.2.144.151,443,443,true,FRA,Europe,DE,Frankfurt,370,6.47
141.147.16.166,443,443,true,FRA,Europe,DE,Frankfurt,295,6.47
193.123.181.254,443,443,true,FRA,Europe,DE,Frankfurt,412,6.45
143.47.185.89,443,443,true,FRA,Europe,DE,Frankfurt,349,6.42
143.47.253.207,443,443,true,FRA,Europe,DE,Frankfurt,191,6.41
129.154.222.227,443,443,true,LAX,North America,US,Los Angeles,364,6.41
130.162.218.35,443,443,true,FRA,Europe,DE,Frankfurt,238,6.39
138.3.245.237,443,443,true,FRA,Europe,DE,Frankfurt,352,6.38
141.147.23.28,443,443,true,FRA,Europe,DE,Frankfurt,339,6.36
158.178.146.100,443,443,true,FRA,Europe,DE,Frankfurt,290,6.35
79.72.87.42,443,443,true,FRA,Europe,DE,Frankfurt,278,6.35
129.159.31.155,443,443,true,FRA,Europe,DE,Frankfurt,277,6.33
146.56.138.221,443,443,true,LAX,North America,US,Los Angeles,347,6.28
143.47.235.245,443,443,true,FRA,Europe,DE,Frankfurt,186,6.28
89.168.83.143,8443,443,true,FRA,Europe,DE,Frankfurt,226,6.27
146.56.135.88,443,443,true,LAX,North America,US,Los Angeles,301,6.27
132.226.214.142,443,443,true,FRA,Europe,DE,Frankfurt,271,6.26
193.123.179.135,443,443,true,FRA,Europe,DE,Frankfurt,379,6.21
152.70.40.193,443,443,true,FRA,Europe,DE,Frankfurt,321,6.18
168.138.165.174,443,443,true,SIN,Asia Pacific,SG,Singapore,95,6.18
84.8.149.189,443,443,true,FRA,Europe,DE,Frankfurt,250,6.18
152.67.154.252,443,443,true,FRA,Europe,DE,Frankfurt,293,6.16
84.235.165.108,443,443,true,FRA,Europe,DE,Frankfurt,294,6.15
89.168.72.103,443,443,true,FRA,Europe,DE,Frankfurt,260,6.14
141.148.246.157,443,443,true,FRA,Europe,DE,Frankfurt,225,6.13
84.235.173.205,443,443,true,FRA,Europe,DE,Frankfurt,220,6.12
144.21.43.224,443,443,true,FRA,Europe,DE,Frankfurt,179,6.11
141.147.13.122,443,443,true,FRA,Europe,DE,Frankfurt,255,6.11
143.47.191.124,443,443,true,FRA,Europe,DE,Frankfurt,188,6.11
132.145.244.34,443,443,true,FRA,Europe,DE,Frankfurt,249,6.10
144.21.39.205,443,443,true,FRA,Europe,DE,Frankfurt,221,6.10
158.178.238.239,443,443,true,SIN,Asia Pacific,SG,Singapore,171,6.08
152.70.51.139,443,443,true,FRA,Europe,DE,Frankfurt,268,6.08
193.123.62.89,443,443,true,FRA,Europe,DE,Frankfurt,265,6.03
143.47.241.247,443,443,true,FRA,Europe,DE,Frankfurt,261,6.02
143.47.251.85,443,443,true,FRA,Europe,DE,Frankfurt,202,6.02
193.123.178.147,443,443,true,FRA,Europe,DE,Frankfurt,350,5.99
130.162.226.123,443,443,true,FRA,Europe,DE,Frankfurt,311,5.99
144.21.43.94,443,443,true,FRA,Europe,DE,Frankfurt,229,5.98
158.180.59.69,443,443,true,FRA,Europe,DE,Frankfurt,212,5.97
84.8.156.5,443,443,true,FRA,Europe,DE,Frankfurt,346,5.97
193.123.180.69,443,443,true,FRA,Europe,DE,Frankfurt,383,5.96
158.101.181.118,443,443,true,FRA,Europe,DE,Frankfurt,320,5.96
144.24.162.114,443,443,true,FRA,Europe,DE,Frankfurt,367,5.95
79.76.117.164,443,443,true,FRA,Europe,DE,Frankfurt,265,5.95
129.158.45.180,443,443,true,IAD,North America,US,Ashburn,345,5.95
79.76.98.46,443,443,true,FRA,Europe,DE,Frankfurt,166,5.95
193.122.119.237,443,443,true,ICN,Asia Pacific,KR,Seoul,69,5.94
64.110.104.30,443,443,true,KIX,Asia Pacific,JP,Osaka,172,5.88
144.24.168.232,443,443,true,FRA,Europe,DE,Frankfurt,309,5.88
130.162.175.245,443,443,true,FRA,Europe,DE,Frankfurt,341,5.84
140.245.66.31,443,443,true,ICN,Asia Pacific,KR,Seoul,148,5.84
132.145.239.242,443,443,true,FRA,Europe,DE,Frankfurt,378,5.83
89.168.94.134,443,443,true,FRA,Europe,DE,Frankfurt,235,5.82
158.180.60.57,443,443,true,FRA,Europe,DE,Frankfurt,184,5.82
132.145.116.185,443,443,true,NRT,Asia Pacific,JP,Tokyo,133,5.81
193.122.119.237,443,443,true,ICN,Asia Pacific,KR,Seoul,252,5.79
130.162.239.25,443,443,true,FRA,Europe,DE,Frankfurt,287,5.79
131.186.60.210,8080,443,true,NRT,Asia Pacific,JP,Tokyo,150,5.79
79.76.97.232,443,443,true,FRA,Europe,DE,Frankfurt,313,5.78
89.168.83.155,443,443,true,FRA,Europe,DE,Frankfurt,287,5.77
168.138.212.196,2096,2096,true,NRT,Asia Pacific,JP,Tokyo,153,5.75
89.168.76.236,443,443,true,FRA,Europe,DE,Frankfurt,256,5.75
140.245.92.20,443,443,true,NRT,Asia Pacific,JP,Tokyo,186,5.74
84.8.155.151,443,443,true,FRA,Europe,DE,Frankfurt,210,5.72
143.47.254.120,443,443,true,FRA,Europe,DE,Frankfurt,202,5.72
141.144.203.227,443,443,true,FRA,Europe,DE,Frankfurt,347,5.72
144.21.48.241,443,443,true,FRA,Europe,DE,Frankfurt,331,5.70
130.61.107.238,8443,443,true,FRA,Europe,DE,Frankfurt,187,5.69
141.147.174.241,443,443,true,SIN,Asia Pacific,SG,Singapore,187,5.67
89.168.75.157,443,443,true,FRA,Europe,DE,Frankfurt,282,5.67
152.70.55.71,443,443,true,FRA,Europe,DE,Frankfurt,274,5.66
193.123.177.141,443,443,true,FRA,Europe,DE,Frankfurt,377,5.65
193.123.180.231,443,443,true,FRA,Europe,DE,Frankfurt,329,5.65
152.70.54.117,443,443,true,FRA,Europe,DE,Frankfurt,322,5.62
141.147.106.232,443,443,true,FRA,Europe,DE,Frankfurt,212,5.59
143.47.186.113,443,443,true,FRA,Europe,DE,Frankfurt,333,5.59
146.56.101.141,443,443,true,ICN,Asia Pacific,KR,Seoul,191,5.58
158.178.154.252,443,443,true,FRA,Europe,DE,Frankfurt,299,5.57
217.142.141.52,443,443,true,ICN,Asia Pacific,KR,Seoul,268,5.56
146.56.46.84,443,443,true,ICN,Asia Pacific,KR,Seoul,186,5.56
141.147.98.139,443,443,true,FRA,Europe,DE,Frankfurt,367,5.54
152.70.236.95,443,443,true,SIN,Asia Pacific,SG,Singapore,201,5.53
193.123.177.175,443,443,true,FRA,Europe,DE,Frankfurt,276,5.52
152.69.179.155,443,443,true,MEL,Oceania,AU,Melbourne,253,5.51
217.142.138.20,443,443,true,ICN,Asia Pacific,KR,Seoul,224,5.50
130.162.243.29,443,443,true,FRA,Europe,DE,Frankfurt,234,5.50
140.238.5.32,443,443,true,ICN,Asia Pacific,KR,Seoul,176,5.49
131.186.25.156,2087,2096,true,ICN,Asia Pacific,KR,Seoul,211,5.49
141.147.75.89,443,443,true,FRA,Europe,DE,Frankfurt,282,5.49
158.178.154.120,443,443,true,FRA,Europe,DE,Frankfurt,269,5.49
131.186.17.132,443,443,true,ICN,Asia Pacific,KR,Seoul,190,5.47
130.162.169.195,443,443,true,FRA,Europe,DE,Frankfurt,333,5.43
129.154.212.109,443,443,true,LAX,North America,US,Los Angeles,373,5.43
158.101.221.173,443,443,true,FRA,Europe,DE,Frankfurt,300,5.42
158.180.36.59,443,443,true,FRA,Europe,DE,Frankfurt,263,5.41
64.110.101.31,8443,443,true,KIX,Asia Pacific,JP,Osaka,183,5.41
143.47.177.139,443,443,true,FRA,Europe,DE,Frankfurt,261,5.40
129.153.39.4,443,443,true,IAD,North America,US,Ashburn,550,5.39
84.235.165.12,443,443,true,FRA,Europe,DE,Frankfurt,230,5.39
143.47.245.195,443,443,true,FRA,Europe,DE,Frankfurt,183,5.38
193.123.33.235,443,443,true,FRA,Europe,DE,Frankfurt,439,5.37
143.47.242.53,443,443,true,FRA,Europe,DE,Frankfurt,195,5.36
138.2.18.82,8880,443,true,NRT,Asia Pacific,JP,Tokyo,229,5.36
129.146.7.98,443,443,true,LAX,North America,US,Los Angeles,264,5.36
138.2.142.166,443,443,true,FRA,Europe,DE,Frankfurt,295,5.35
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,218,5.34
131.186.30.44,2053,443,true,ICN,Asia Pacific,KR,Seoul,158,5.34
144.24.73.232,443,443,true,ICN,Asia Pacific,KR,Seoul,195,5.33
217.142.128.252,443,443,true,ICN,Asia Pacific,KR,Seoul,258,5.33
79.72.91.33,443,443,true,FRA,Europe,DE,Frankfurt,192,5.32
130.162.143.213,443,443,true,LAX,North America,US,Los Angeles,334,5.32
129.154.46.115,443,443,true,HYD,Asia Pacific,IN,Hyderabad,216,5.31
132.145.152.194,443,443,true,IAD,North America,US,Ashburn,471,5.31
193.123.63.36,443,443,true,FRA,Europe,DE,Frankfurt,273,5.29
130.162.142.81,443,443,true,LAX,North America,US,Los Angeles,267,5.28
130.162.224.64,443,443,true,FRA,Europe,DE,Frankfurt,358,5.28
144.21.38.115,443,443,true,FRA,Europe,DE,Frankfurt,265,5.28
141.148.244.215,443,443,true,FRA,Europe,DE,Frankfurt,289,5.27
131.186.27.112,2096,443,true,ICN,Asia Pacific,KR,Seoul,168,5.27
158.180.28.159,443,443,true,FRA,Europe,DE,Frankfurt,295,5.24
138.2.181.107,443,443,true,FRA,Europe,DE,Frankfurt,405,5.22
141.148.241.210,443,443,true,FRA,Europe,DE,Frankfurt,209,5.21
152.70.53.5,443,443,true,FRA,Europe,DE,Frankfurt,286,5.21
130.162.166.185,443,443,true,FRA,Europe,DE,Frankfurt,223,5.21
193.123.183.239,443,443,true,FRA,Europe,DE,Frankfurt,261,5.19
141.148.240.191,443,443,true,FRA,Europe,DE,Frankfurt,324,5.19
193.123.56.200,443,443,true,FRA,Europe,DE,Frankfurt,282,5.19
130.162.33.138,443,443,true,FRA,Europe,DE,Frankfurt,284,5.18
144.24.90.107,443,443,true,ICN,Asia Pacific,KR,Seoul,243,5.17
193.123.63.252,443,443,true,FRA,Europe,DE,Frankfurt,337,5.16
143.47.189.47,443,443,true,FRA,Europe,DE,Frankfurt,313,5.15
141.144.197.111,443,443,true,AMS,Europe,NL,Amsterdam,365,5.15
168.138.46.67,443,443,true,KIX,Asia Pacific,JP,Osaka,210,5.15
158.180.39.78,443,443,true,FRA,Europe,DE,Frankfurt,380,5.14
84.235.163.57,443,443,true,FRA,Europe,DE,Frankfurt,284,5.14
141.147.36.126,443,443,true,FRA,Europe,DE,Frankfurt,339,5.12
141.144.206.222,443,443,true,FRA,Europe,DE,Frankfurt,224,5.11
152.70.57.11,443,443,true,FRA,Europe,DE,Frankfurt,235,5.11
130.162.141.214,443,443,true,LAX,North America,US,Los Angeles,320,5.11
79.72.66.91,443,443,true,FRA,Europe,DE,Frankfurt,283,5.10
141.147.103.219,443,443,true,FRA,Europe,DE,Frankfurt,337,5.07
130.162.48.5,443,443,true,FRA,Europe,DE,Frankfurt,227,5.05
193.123.33.54,443,443,true,AMS,Europe,NL,Amsterdam,374,5.04
89.168.116.6,443,443,true,FRA,Europe,DE,Frankfurt,239,5.03
158.178.147.186,443,443,true,FRA,Europe,DE,Frankfurt,421,5.01
141.148.220.141,443,443,true,BOM,Asia Pacific,IN,Mumbai,122,5.01
158.178.147.218,443,443,true,FRA,Europe,DE,Frankfurt,303,5.01
152.70.61.211,443,443,true,FRA,Europe,DE,Frankfurt,331,5.00
